,HCC1954_BrM2b_1,HCC1954_BrM2b_2,HCC1954_Parental_1,HCC1954_Parental_2,HCC1954_Parental_3
KRTAP12-4,0,0,0,0,0
KRTAP13-1,0,0,0,0,0
KRTAP13-2,0,0,0,0,0
KRTAP13-3,0,0,0,0,0
KRTAP13-4,0,0,0,0,0
KRTAP15-1,0,0,0,0,0
KRTAP16-1,0,1.041426429,0,0,0
KRTAP17-1,1.133079723,0,1.89882672,0,0
KRTAP19-1,0,0,0,0,0
KRTAP19-2,0,0,0,0,0
KRTAP19-3,0,0,0,0,0
KRTAP19-4,0,0,0,0,0
KRTAP19-5,0,0,0,0,0
KRTAP19-6,0,0,0,0,0
KRTAP19-7,0,0,0,0,0
KRTAP19-8,0,0,0,0,0
KRTAP2-1,3.399239168,0,0,0,0
KRTAP2-2,0,0,0,0,0
KRTAP2-3,29.46007279,22.91138143,6.64589352,3.40786207,4.895643237
KRTAP2-4,0,0,0,0,0
KRTAP20-1,0,0,0,0,0
KRTAP20-2,0,0,0,0,0
KRTAP20-3,0,0,0,0,0
KRTAP20-4,0,0,0,0,0
KRTAP21-1,0,0,0,0,0
KRTAP21-2,1.133079723,0,0.94941336,0,1.631881079
KRTAP21-3,0,0,0,0,0
KRTAP22-1,0,0,0,0,0
KRTAP22-2,0,0,0,0,0
KRTAP23-1,0,0,0,0,0
KRTAP24-1,0,0,0,0,0
KRTAP25-1,0,0,0,0,0
KRTAP26-1,0,0,0,0,0
KRTAP27-1,0,0,0,0,0
KRTAP29-1,0,1.041426429,0.94941336,1.135954023,2.447821618
KRTAP3-1,1.133079723,2.082852858,0,1.135954023,0
KRTAP3-2,0,0,1.89882672,2.271908047,0.815940539
KRTAP3-3,0,0,0,1.135954023,0
KRTAP4-1,0,0,0,0,0
KRTAP4-11,0,0,0.94941336,0,0.815940539
KRTAP4-12,0,0,0,0,0
KRTAP4-2,0,0,0,0,0
KRTAP4-3,0,0,0,0,0
KRTAP4-4,0,0,0,0,0
KRTAP4-5,0,0,0,0,0
KRTAP4-6,0,0,0,0,0
KRTAP4-7,0,0,0,0,0
KRTAP4-8,0,0,0,0,0
KRTAP4-9,0,0,0,0,0
KRTAP5-1,9.06463778,13.53854358,6.64589352,5.679770117,5.711583776
KRTAP5-10,0,1.041426429,0.94941336,3.40786207,2.447821618
KRTAP5-11,0,0,0,0,0
KRTAP5-2,0,0,0,0,0
KRTAP5-3,0,0,0,0,0
KRTAP5-4,0,0,0,0,0.815940539
KRTAP5-5,0,0,0,0,0
KRTAP5-6,2.266159445,1.041426429,0,0,0
KRTAP5-7,0,0,0.94941336,1.135954023,1.631881079
KRTAP5-8,0,1.041426429,2.84824008,2.271908047,0.815940539
KRTAP5-9,0,3.124279287,4.7470668,3.40786207,2.447821618
KRTAP5-AS1,24.9277539,47.90561573,24.68474736,18.17526437,16.31881079
KRTAP6-1,0,0,0,0,0
KRTAP6-2,0,0,0,0,0
KRTAP6-3,0,0,0,0,0
KRTAP7-1,0,1.041426429,0.94941336,1.135954023,1.631881079
KRTAP8-1,0,0,1.89882672,0,0.815940539
KRTAP9-1,0,0,0,0,0
KRTAP9-2,0,0,0,0,0
KRTAP9-3,0,0,0,0,0
KRTAP9-4,0,0,0,0,0
KRTAP9-6,0,0,0,0,0
KRTAP9-7,0,0,0,0,0
KRTAP9-8,0,0,0,0,0
KRTAP9-9,0,0,0,0,0
KRTCAP2,3298.395072,3299.238927,3254.588998,3172.719587,2970.023564
KRTCAP3,69.11786307,91.64552574,133.8672838,134.0425748,123.2070215
KRTDAP,2.266159445,2.082852858,5.69648016,4.543816093,1.631881079
KSR1,702.509428,865.4253624,915.234479,980.3283221,934.2519177
KSR2,13.59695667,8.331411431,5.69648016,3.40786207,4.079702697
KTI12,0,0,0,0,0
KTN1,13496.11257,12864.74068,16399.21697,15657.99026,17027.86312
KTN1-AS1,70.2509428,84.35554074,74.05424208,70.42914945,65.27524316
KXD1,2148.319154,2058.90005,2077.316432,2103.786851,1976.207987
KY,24.9277539,22.91138143,20.88709392,21.58312644,17.13475133
KYNU,3996.372181,4231.31558,2809.314132,2691.075081,2908.012083
L1CAM,816.9504799,742.5370438,668.3870054,613.4151726,608.6916424
L1TD1,29.46007279,28.11851358,32.28005424,36.35052875,31.82168104
L2HGDH,1454.874364,1401.759973,1441.20948,1490.371679,1514.385641
L3HYPDH,162.0304003,134.3440093,95.89074936,77.24487359,110.1519728
L3MBTL1,24.9277539,36.44992501,22.78592064,40.89434484,43.24484859
L3MBTL2,983.5131991,907.0824195,849.7249572,791.7599543,784.934799
L3MBTL3,455.4980485,496.7604066,387.3606509,332.8345288,372.068886
L3MBTL4,0,0,0,0,0
LACC1,390.9125043,406.1563073,401.6018513,445.2939771,496.091848
LACE1,149.5665234,127.0540243,121.5249101,132.9066207,145.237416
LACRT,0,0,0,0,0
LACTB,1122.882005,1017.473621,807.001356,733.8262991,759.6406422
LACTB2,1227.125339,1361.144343,1202.906727,1259.773012,1329.983079
LACTBL1,0,0,0,0,0
LAD1,3972.577507,3582.506915,3722.649784,3661.179817,3600.745601
LAG3,7.931558058,10.41426429,26.58357408,40.89434484,31.0057405
LAGE3,1125.148164,1043.509282,841.1802369,756.5453795,715.5798531
LAIR1,48.72242807,47.90561573,42.7236012,43.16625289,42.42890805
LAIR2,0,0,0,0,0.815940539
LALBA,1.133079723,0,0.94941336,1.135954023,0
LAMA1,1.133079723,0,0,0,0.815940539
LAMA2,33.99239168,56.23702716,27.53298744,20.44717242,26.11009726
LAMA3,2333.011149,2490.050591,4316.033134,4434.764507,4629.646621
LAMA4,3.399239168,0,3.79765344,2.271908047,1.631881079
LAMA5,20600.52244,21830.3808,29838.16308,30911.58088,28084.67337
LAMB1,5663.132453,5673.691184,6952.554035,6670.322025,6871.851223
LAMB2,4656.95766,5140.480853,5255.952361,5535.503956,4868.717199
LAMB2P1,11.33079723,14.57997,23.735334,36.35052875,27.74197834
LAMB3,7425.071422,7559.714447,8586.494428,8657.105612,7865.6668
LAMB4,0,0,2.84824008,0,0
LAMC1,9673.101591,9243.700983,11214.47061,10829.0497,11024.17263
LAMC2,438.5018526,338.4635894,58.86362832,43.16625289,49.77237291
LAMC3,125.7718492,135.3854358,104.4354696,92.01227589,84.8578161
LAMP1,8432.379295,8358.488518,9313.745061,9362.53306,8879.880891
LAMP2,12658.76666,12131.57647,13052.53487,12930.56465,13551.14048
LAMP3,285.5360901,266.6051658,622.8151641,537.306253,702.5248045
LAMP5,0,1.041426429,0,0,0
LAMP5-AS1,0,0,0,0,0
LAMTOR1,3370.912174,3373.180203,3436.876363,3391.958714,3189.511569
LAMTOR2,1691.688026,1670.447992,2031.74459,2068.572276,1853.816906
LAMTOR3,1252.053093,1184.10185,1182.019633,1108.691127,1236.149917
LAMTOR4,2083.73361,2020.367272,1751.667649,1753.913012,1562.526133
LAMTOR5,2441.786802,2261.978203,2359.2922,2210.566529,2398.049245
LAMTOR5-AS1,10.1977175,11.45569072,15.19061376,13.63144828,19.58257295
LANCL1,1163.672875,1115.367705,1476.337775,1460.836874,1564.973955
LANCL2,819.2166394,806.0640559,532.6208949,516.8590806,527.0975885
LANCL3,14.73003639,14.57997,35.12829432,36.35052875,39.98108643
LAP3,3198.684057,3099.285052,4665.417251,4660.819358,5021.29808
LAPTM4A,6043.84724,5802.828062,8849.481928,8933.14244,9202.177404
LAPTM4B,31525.67712,30422.14884,30011.90572,28941.83661,29403.23328
LAPTM5,14.73003639,17.70424929,14.2412004,7.951678163,13.87098917
LARGE,14.73003639,9.37283786,272.4816343,305.5716323,261.9169132
LARGE-AS1,0,0,0.94941336,0,0
LARP1,11480.36375,11506.72061,13592.75107,13298.61375,13618.86354
LARP1B,855.4751905,838.3482752,768.0754082,775.8565979,789.8304422
LARP4,4136.874067,3862.650625,4378.694416,4246.196139,4607.616226
LARP4B,7133.869933,6818.21883,8571.303814,8406.059773,8022.327384
LARP6,189.2243137,190.5810365,207.9215258,226.0548506,209.6967186
LARP7,2310.349554,2354.665156,2569.112552,2419.58207,2562.053294
LARS,4096.083197,4324.002533,5130.629797,5033.412277,5324.01202
LARS2,1347.23179,1279.913081,1249.427982,1204.111265,1160.267447
LARS2-AS1,14.73003639,30.20136644,28.4824008,27.26289656,17.95069187
LAS1L,2812.303871,2807.685652,2200.740168,2152.632874,2194.880051
LASP1,27031.88294,25435.7991,30659.40563,29714.28534,28894.08638
LAT,129.1710884,151.0068322,133.8672838,148.8099771,132.1823674
LAT2,49.85550779,41.65705715,23.735334,35.21457472,23.66227564
LATS1,1699.619584,1696.483653,1229.490301,1271.132552,1384.651095
LATS2,1347.23179,1398.635694,1405.131773,1299.531403,1292.449814
LAX1,18.12927556,12.49711715,10.44354696,11.35954023,13.05504863
LAYN,2.266159445,2.082852858,1.89882672,2.271908047,0.815940539
LBH,6.798478335,5.207132144,6.64589352,3.40786207,4.895643237
LBP,3159.026266,3691.85669,138.6143506,149.9459311,146.8692971
LBR,4166.33414,4028.237427,3077.0487,3044.356783,3204.198498
LBX1,0,0,0,0,0
LBX1-AS1,0,0,0,0,0
LBX2,2.266159445,7.289985002,4.7470668,4.543816093,5.711583776
LBX2-AS1,6.798478335,9.37283786,13.29178704,10.22358621,11.42316755
LCA5,492.8896793,506.1332444,333.2440894,340.786207,328.0080969
LCA5L,82.71481974,70.81699716,104.4354696,92.01227589,121.5751404
LCAT,200.5551109,207.2438593,278.1781145,295.3480461,240.7024591
LCE1A,0,0,0,0,0
LCE1B,0,0,0,0,0
LCE1C,0,0,0,0,0
LCE1D,0,0,0,0,0
LCE1E,0,0,0,0,0
LCE1F,0,0,0,0,0
LCE2A,0,0,0,0,0
LCE2B,0,0,0,0,0
LCE2C,0,0,0,0,0
LCE2D,0,0,0,0,0
LCE3A,0,0,0,0,0
LCE3B,0,0,0,0,0
LCE3C,0,0,0,0,0
LCE3D,0,0,0,0,0
LCE3E,0,0,0,0,0
LCE4A,0,0,0,0,0
LCE5A,0,0,0.94941336,0,0
LCE6A,0,0,0,0,0
LCK,1.133079723,0,0,0,0
LCLAT1,1548.919981,1423.629928,1741.224102,1584.655863,1734.689587
LCMT1,1015.239431,970.6094317,1020.619362,1058.70915,992.183696
LCMT2,205.0874298,188.4981836,86.39661576,92.01227589,88.9375188
LCN1,0,0,0,0,0
LCN10,1.133079723,0,0,0,0
LCN12,36.25855112,32.28421929,25.63416072,38.62243679,18.76663241
LCN15,0,0,0,0,0
LCN2,43058.16254,48492.98023,13531.98862,14523.17219,13361.84227
LCN6,0,0,0,0,0
LCN8,0,0,0,0,0
LCN9,0,0,0,0,0
LCNL1,0,0,0,0,0.815940539
LCOR,1037.901026,1011.225062,1179.171393,1143.905701,1339.774366
LCORL,333.1254384,292.6408265,332.294676,351.0097932,335.3515617
LCP1,172.2281178,162.4625229,107.2837097,114.7313564,108.5200917
LCP2,1.133079723,0,0.94941336,0,0
LCT,0,3.124279287,0.94941336,2.271908047,2.447821618
LCTL,35.1254714,35.40849858,35.12829432,30.67075863,40.79702697
LDB1,1925.102449,2004.745876,1990.919816,1914.082529,1902.773338
LDB2,1.133079723,0,0.94941336,0,0
LDB3,37.39163084,39.5742043,24.68474736,27.26289656,27.74197834
LDHA,30365.40348,27598.84179,30171.40717,28331.8293,30041.29878
LDHAL6A,4.53231889,9.37283786,4.7470668,9.087632187,8.159405395
LDHAL6B,2.266159445,2.082852858,3.79765344,2.271908047,2.447821618
LDHB,0,2.082852858,0,1.135954023,0
LDHC,0,0,0,0,0
LDHD,32.85931195,37.49135144,35.12829432,32.94266668,25.29415672
LDLR,10003.96087,8812.550441,9435.269971,9444.32175,8927.205442
LDLRAD1,9.06463778,2.082852858,5.69648016,7.951678163,5.711583776
LDLRAD2,0,1.041426429,0,0,0.815940539
LDLRAD3,853.2090311,922.703816,502.2396674,514.5871726,505.8831345
LDLRAD4,72.51710224,76.02412931,23.735334,28.39885058,24.47821618
LDLRAD4-AS1,0,0,0,2.271908047,0
LDLRAP1,1901.307774,1901.644659,2058.328164,1939.073518,1873.399479
LDOC1,2599.284883,2405.695051,1781.099463,1834.565748,1601.691279
LDOC1L,1573.847735,1411.132811,1522.859029,1400.631311,1495.619009
LEAP2,21.52851473,12.49711715,24.68474736,22.71908047,28.55791888
LECT1,0,0,0,0,0
LECT2,0,0,0,0,0
LEF1,14.73003639,8.331411431,0,3.40786207,0.815940539
LEF1-AS1,0,0,0,1.135954023,0
LEFTY1,3.399239168,2.082852858,0,0,0.815940539
LEFTY2,0,0,0.94941336,0,0
LEKR1,21.52851473,26.03566072,23.735334,20.44717242,21.21445403
LELP1,0,0,0,0,0.815940539
LEMD1,529.1482304,562.3702716,527.8738281,565.7051036,539.3366966
LEMD1-AS1,49.85550779,52.07132144,44.62242792,38.62243679,51.40425399
LEMD2,3813.946346,3902.224829,2969.76499,2979.607403,2671.389326
LEMD3,1273.581608,1159.107615,2008.95867,1950.433058,1888.902349
LENEP,5.665398613,1.041426429,0,1.135954023,1.631881079
LENG1,335.3915979,286.3922679,352.2323565,351.0097932,357.3819563
LENG8,3481.953987,4016.781736,5712.620187,6662.370347,5992.267322
LENG9,290.068409,318.6764872,329.4464359,330.5626208,288.842951
LEO1,2194.775423,2030.781536,2252.00849,2316.210254,2424.975283
LEP,2.266159445,4.165705715,5.69648016,5.679770117,6.527524316
LEPR,358.0531923,378.0377937,278.1781145,314.6592645,298.6342374
LEPRE1,951.7869669,1011.225062,1082.33123,1082.564184,988.9199338
LEPREL1,3452.493915,3155.522079,2260.55321,2085.611587,2261.787175
LEPREL2,12.46387695,3.124279287,9.4941336,5.679770117,5.711583776
LEPREL4,642.4562027,766.4898516,753.8342078,780.400414,700.0769829
LEPROT,3079.710686,3098.243626,2658.357408,2719.473932,2804.387634
LEPROTL1,1002.775554,940.4080653,975.0475207,899.6755865,948.9388474
LETM1,3724.433048,3429.41723,3932.470137,4118.969289,3921.410233
LETM2,38.52471057,51.02989501,35.12829432,46.57411496,49.77237291
LETMD1,1078.691896,1095.580603,1528.55551,1689.163633,1638.408603
LEUTX,0,0,0,0,0
LFNG,186.9581542,155.1725379,187.0344319,164.7133334,134.630189
LGALS1,6575.26163,6318.334144,8952.018571,8920.646945,8122.68807
LGALS12,0,0,0,0,0
LGALS13,0,0,0,0,0
LGALS14,0,0,0,0,0
LGALS16,0,0,0,0,0
LGALS17A,0,0,5.69648016,4.543816093,11.42316755
LGALS2,44.19010918,52.07132144,32.28005424,40.89434484,31.0057405
LGALS3,4683.018493,4979.059756,5394.566711,5688.857749,5592.456457
LGALS3BP,8312.272844,8565.732377,12078.43677,12034.29692,11091.89569
LGALS4,12.46387695,13.53854358,29.43181416,40.89434484,40.79702697
LGALS7,0,0,0,0,0
LGALS7B,0,1.041426429,0,0,0
LGALS8,2752.250646,2835.804166,4445.153351,4424.540921,4583.953951
LGALS8-AS1,9.06463778,13.53854358,2.84824008,3.40786207,4.895643237
LGALS9,2323.946511,2573.364706,3051.414539,3089.794943,2916.987429
LGALS9B,16.99619584,16.66282286,18.03885384,3.40786207,22.03039457
LGALS9C,21.52851473,24.99423429,21.83650728,36.35052875,35.90138374
LGALSL,828.2812772,771.6969838,476.6055067,441.8861151,463.4542264
LGI1,0,0,0,0,0
LGI2,0,0,0,0,0
LGI3,0,1.041426429,0.94941336,0,0.815940539
LGI4,32.85931195,40.61563073,75.00365544,115.8673104,89.75345934
LGMN,2798.706915,2945.153941,3146.355875,3168.175771,3243.363644
LGR4,2243.497851,1923.514614,2343.152172,2220.790116,2378.466673
LGR5,0,0,0,1.135954023,0
LGR6,0,1.041426429,1.89882672,1.135954023,5.711583776
LGSN,9.06463778,14.57997,12.34237368,18.17526437,14.68692971
LHB,3.399239168,3.124279287,3.79765344,1.135954023,3.263762158
LHCGR,0,0,0,0,0.815940539
LHFP,37.39163084,18.74567572,114.8790166,126.0908966,137.0780106
LHFPL1,1.133079723,4.165705715,2.84824008,3.40786207,4.079702697
LHFPL2,1213.528383,1304.907315,1213.350274,1315.434759,1294.081696
LHFPL3,0,0,0,0,0
LHFPL3-AS1,0,0,0,0,0
LHFPL3-AS2,1.133079723,0,0,0,0
LHFPL4,0,0,0,0,0.815940539
LHFPL5,27.19391334,16.66282286,11.39296032,17.03931035,25.29415672
LHPP,721.7717832,790.4426595,910.4874122,1028.038391,815.9405395
LHX1,446.4334107,440.5233794,556.3562289,512.3152645,515.6744209
LHX2,41.92394973,54.1541743,37.02712104,36.35052875,32.63762158
LHX3,3.399239168,1.041426429,2.84824008,3.40786207,0
LHX4,47.58934835,45.82276287,32.28005424,38.62243679,41.61296751
LHX4-AS1,115.5741317,137.4682886,102.5366429,92.01227589,119.9432593
LHX5,0,3.124279287,2.84824008,0,2.447821618
LHX6,157.4980814,138.509715,133.8672838,152.2178391,144.4214755
LHX8,0,0,0,0,0
LHX9,4.53231889,1.041426429,7.59530688,5.679770117,8.975345934
LIAS,658.3193188,637.3529745,541.1656152,594.1039542,608.6916424
LIF,6848.333843,6257.931411,1131.700725,1120.050667,1134.15735
LIFR,2913.147967,2859.756974,2684.940982,2701.298667,2953.704753
LIFR-AS1,209.6197487,232.2380936,158.5520311,229.4627127,164.819989
LIG1,4149.337944,3923.053357,5831.296857,5697.945381,5424.372706
LIG3,2563.026332,2448.393534,2024.149283,2084.475633,2080.648376
LIG4,79.31558058,87.47982002,203.174459,193.112184,210.5126592
LILRA1,0,0,0,0,0
LILRA2,0,0,0,0,0
LILRA3,1.133079723,0,0,0,0
LILRA4,0,0,0,0,0
LILRA5,14.73003639,19.78710215,22.78592064,20.44717242,17.13475133
LILRA6,4.53231889,3.124279287,5.69648016,3.40786207,3.263762158
LILRB1,23.79467417,14.57997,17.08944048,31.80671265,18.76663241
LILRB2,0,1.041426429,0,1.135954023,0.815940539
LILRB3,10.1977175,22.91138143,23.735334,26.12694254,13.87098917
LILRB4,1.133079723,0,0,1.135954023,0
LILRB5,0,1.041426429,0.94941336,0,0
LILRP2,0,0,0,0,0
LIM2,0,0,0,0,0
LIMA1,7879.43639,7558.673021,11009.39732,10943.78106,11325.25469
LIMCH1,5122.653426,5104.030928,6040.167796,6164.822485,6179.933646
LIMD1,838.4789947,888.3367438,917.1333057,889.4520003,905.6939988
LIMD1-AS1,2.266159445,3.124279287,0.94941336,1.135954023,0
LIMD2,356.9201126,383.2449258,239.2521667,246.5020231,212.9604808
LIME1,348.9885545,331.1736044,419.6407051,430.5265748,379.4123508
LIMK1,4059.824646,3907.431961,3732.143918,3728.201105,3410.631455
LIMK2,4778.19719,4827.011498,5897.755792,5933.087864,5629.173782
LIMS1,2293.353358,2258.853924,1807.683037,1827.750024,1915.012446
LIMS2,9.06463778,10.41426429,4.7470668,7.951678163,1.631881079
LIMS3,0,0,0,0,0
LIMS3-LOC440895,0,1.041426429,0,2.271908047,0
LIMS3L,0,0,0,0,0
LIN28A,18.12927556,32.28421929,21.83650728,30.67075863,24.47821618
LIN28B,0,0,0,0,0
LIN37,393.1786637,396.7834694,554.4574022,500.9557243,468.3498696
LIN52,422.6387365,409.2805865,407.2983314,399.8558162,430.8166048
LIN54,2126.790639,2069.314314,2335.556866,2333.249564,2401.313008
LIN7A,0,0,0.94941336,1.135954023,0
LIN7B,148.4334436,147.8825529,179.439125,169.2571495,167.2678106
LIN7C,1368.760305,1271.58167,1256.073875,1293.851633,1400.969906
LIN9,1470.73748,1404.884253,1373.801132,1376.776276,1498.06683
LINC-PINT,218.6843864,238.4866522,193.6803254,191.9762299,190.1141457
LINC-ROR,18.12927556,16.66282286,15.19061376,14.7674023,10.60722701
LINC00028,0,0,0,0,0
LINC00029,0,0,0,0,0
LINC00032,0,1.041426429,0.94941336,0,0.815940539
LINC00035,13.59695667,18.74567572,36.07770768,26.12694254,31.82168104
LINC00051,0,0,0,0,0.815940539
LINC00052,0,1.041426429,42.7236012,38.62243679,41.61296751
LINC00086,3.399239168,9.37283786,5.69648016,2.271908047,6.527524316
LINC00087,10.1977175,3.124279287,5.69648016,4.543816093,2.447821618
LINC00092,28.32699306,47.90561573,42.7236012,32.94266668,45.69267021
LINC00094,1133.079723,1011.225062,998.7828547,941.7058853,886.1114258
LINC00102,13.59695667,15.62139643,7.59530688,5.679770117,6.527524316
LINC00111,3.399239168,1.041426429,0.94941336,0,1.631881079
LINC00112,1.133079723,6.248558573,4.7470668,12.49549426,4.895643237
LINC00113,0,0,0,0,0
LINC00114,18.12927556,19.78710215,25.63416072,27.26289656,26.9260378
LINC00115,32.85931195,38.53277787,45.57184128,48.846023,57.11583776
LINC00116,704.7755874,692.5485752,661.7411119,648.6297473,605.4278803
LINC00152,524.6159115,521.7546409,426.2865986,412.3513105,412.0499724
LINC00158,0,0,0,0,0
LINC00159,0,0,0,1.135954023,0
LINC00160,0,1.041426429,2.84824008,3.40786207,1.631881079
LINC00161,0,0,0,0,0
LINC00162,10.1977175,7.289985002,19.93768056,27.26289656,20.39851349
LINC00163,4.53231889,1.041426429,2.84824008,3.40786207,2.447821618
LINC00167,20.39543501,20.82852858,27.53298744,32.94266668,28.55791888
LINC00173,0,1.041426429,0.94941336,2.271908047,0.815940539
LINC00174,164.2965598,209.3267122,142.412004,204.4717242,178.6909781
LINC00176,47.58934835,58.31988002,83.54837568,98.82800003,83.22593502
LINC00184,30.59315251,23.95280786,43.67301456,40.89434484,46.50861075
LINC00189,3.399239168,2.082852858,0.94941336,1.135954023,2.447821618
LINC00200,0,0,0,0,0
LINC00202-1,1.133079723,4.165705715,0.94941336,2.271908047,2.447821618
LINC00202-2,1.133079723,4.165705715,1.89882672,1.135954023,0
LINC00207,0,0,0,0,0
LINC00208,0,0,0,0,0
LINC00210,0,0,0,0,0
LINC00211,14.73003639,19.78710215,19.93768056,13.63144828,12.23910809
LINC00221,5.665398613,14.57997,10.44354696,7.951678163,8.975345934
LINC00222,5.665398613,3.124279287,1.89882672,0,3.263762158
LINC00226,0,0,0,0,0
LINC00229,0,0,0,0,0
LINC00235,12.46387695,9.37283786,6.64589352,4.543816093,5.711583776
LINC00238,1.133079723,0,0,0,1.631881079
LINC00239,16.99619584,24.99423429,8.54472024,14.7674023,9.791286473
LINC00240,14.73003639,24.99423429,17.08944048,15.90335633,17.95069187
LINC00242,10.1977175,7.289985002,18.9882672,11.35954023,7.343464855
LINC00244,0,0,0,1.135954023,0
LINC00251,0,0,0,1.135954023,0.815940539
LINC00254,0,0,0,0,0
LINC00260,19.26235528,27.07708715,21.83650728,34.0786207,26.9260378
LINC00261,1.133079723,0,0.94941336,2.271908047,0.815940539
LINC00263,214.1520676,263.4808865,371.2206237,357.8255174,313.3211672
LINC00264,0,0,0,0,0
LINC00265,165.4296395,192.6638893,216.4662461,203.3357702,199.0894916
LINC00266-1,22.66159445,28.11851358,33.2294676,28.39885058,22.8463351
LINC00266-3,14.73003639,31.24279287,24.68474736,23.85503449,35.0854432
LINC00269,28.32699306,26.03566072,14.2412004,34.0786207,27.74197834
LINC00271,2.266159445,1.041426429,0,2.271908047,2.447821618
LINC00272,0,1.041426429,0,1.135954023,0
LINC00273,32.85931195,36.44992501,36.07770768,30.67075863,26.11009726
LINC00276,9.06463778,12.49711715,9.4941336,5.679770117,7.343464855
LINC00277,1.133079723,3.124279287,3.79765344,7.951678163,2.447821618
LINC00278,0,0,0,0,0
LINC00280,0,0,0,0,0
LINC00282,0,0,2.84824008,1.135954023,0.815940539
LINC00284,388.6463448,399.9077487,137.6649372,162.4414253,168.8996917
LINC00290,0,0,0,0,0
LINC00293,5.665398613,1.041426429,0.94941336,1.135954023,1.631881079
LINC00294,390.9125043,332.2150308,552.5585755,583.880368,575.2380803
LINC00297,0,0,0,0,0
LINC00298,0,0,0,0,0
LINC00299,0,0,0,0,0
LINC00301,0,0,0,0,0
LINC00303,1.133079723,1.041426429,0.94941336,0,2.447821618
LINC00304,18.12927556,20.82852858,14.2412004,14.7674023,10.60722701
